Token Id,Game Lock,Lifecycle,Class,Origin,Birthday,Breeding Points,Attack,Accuracy,Movement Speed,Attack Speed,Defense,Vitality,Resistance,Magic,Mythic,Body,Face,Horn,Hooves,Mane,Tail
19252,Unlocked,Egg,Cloud,0,,,,,,,,,,,,,,,,,
19827,Unlocked,Egg,Heart,0,,,,,,,,,,,,,,,,,
5899,Unlocked,Adult,Flower,1,1638702972,8,149,112,210,151,123,163,117,150,,Orange Blossom,Fragrant Suave,Green Oak,Green Blossom,Red Bark,Pink Bloom
5769,Unlocked,Adult,Cloud,1,1638703490,8,216,158,112,182,162,128,149,112,,Night Ice,Stormy Horizon,Solid Ice,Fluffy Snow,Small Cloud,Gray Cloud
19659,Unlocked,Egg,Heart,0,,,,,,,,,,,,,,,,,
5853,Unlocked,Adult,Candy,1,1638704470,7,163,134,185,117,117,222,178,123,Single Mythic,Gummy Bear,Glazed Smooth,Chocolate Bar,Caramel Chocolate,Chocolate Bar,Pink Whip
5705,Unlocked,Adult,Cloud,1,1638704452,7,200,196,112,189,112,162,192,112,,Fluffy Snow,Fluffy Smile,Blue Umbrella,Bright Lightning,Dark Cloud,Gray Cloud
5933,Unlocked,Adult,Crystal,1,1638704670,7,112,134,187,123,208,184,112,156,,Pink Stone,Stony Indifference,Red Needle,Purple Shatter,Purple Shine,Purple Geode
5761,Unlocked,Adult,Candy,1,1638704948,7,142,128,166,123,117,161,189,112,,Pink Chocolate,Glazed Smooth,Mint Chocolate,Mint Chocolate,Mint Chocolate,Caramel Chocolate
17366,Unlocked,Egg,Heart,0,,,,,,,,,,,,,,,,,
6045,Unlocked,Adult,Crystal,1,1638703610,7,123,112,164,117,171,180,123,136,,Night Gem,Crystal Anger,Red Needle,Purple Gem,Purple Shine,Purple Shatter
5491,Unlocked,Adult,Flower,1,1638700537,7,170,140,202,172,140,142,112,152,,Green Blossom,Shady Sad,Yellow Thorn,Green Blossom,Red Bark,Pink Bloom
16700,Unlocked,Egg,Rainbow,0,,,,,,,,,,,,,,,,,
17276,Unlocked,Egg,Star,0,,,,,,,,,,,,,,,,,
5988,Unlocked,Adult,Crystal,1,1638704590,7,112,117,206,151,171,194,112,190,,Turquoise Pattern,Crystal Anger,Purple Node,Pink Pattern,Purple Spikes,Turquoise Node
17887,Unlocked,Egg,Moon,0,,,,,,,,,,,,,,,,,
5823,Unlocked,Adult,Heart,1,1638703264,7,143,140,112,175,138,123,175,117,,Lavender Smooth,Jazzy Vibes,Violet Rune,Pink Smooth,Pink Frame,Purple Plushy
5453,Unlocked,Adult,Cloud,1,1638701031,7,204,160,112,157,112,134,156,145,,Day Rain,Dumping Raincloud,Fragmented Ice,Fluffy Snow,Shatter Ice,Spikey Ice
20103,Unlocked,Egg,Crystal,0,,,,,,,,,,,,,,,,,
5500,Unlocked,Adult,Heart,1,1638700921,7,178,112,123,302,193,112,268,123,,Orange Spot,Jazzy Vibes,Yellow Rune,Green Bow,Pink Braid,Violet Braid
5669,Unlocked,Adult,Candy,1,1638704932,7,124,117,169,112,128,277,210,123,Single Mythic,Mint Chocolate,Sweet Beaming,Chocolate Icecream,Caramel Chocolate,Mint Chocolate,Gummy Bear
5541,Unlocked,Adult,Flower,1,1638700885,8,136,117,204,172,112,210,117,137,,Brown Oak,Stout Determined,Green Oak,Green Blossom,Green Frond,Green Bush
5975,Unlocked,Adult,Heart,1,1638702994,7,155,112,128,190,165,134,169,145,,Pink Smooth,Jazzy Vibes,Yellow Whisp,Orange Spot,Violet Braid,Pink Puff
5517,Unlocked,Adult,Moon,1,1638700979,7,134,112,333,112,208,148,117,207,,Red Laser,Cosmic Cheer,Blue Eye,Red Laser,Yellow Crater,Bronze Antenna
5790,Unlocked,Adult,Moon,1,1638704436,7,117,140,197,112,158,118,123,168,,Red Laser,Cosmic Cheer,Silver Antenna,Gray Laser,Yellow Moonrock,Orange Moonrock
5936,Unlocked,Adult,Heart,1,1638703666,8,155,123,128,214,194,112,253,123,,Turquoise Stripe,Placid Mask,Violet Rune,Orange Spot,Purple Cowlick,Purple Wizard
5679,Unlocked,Adult,Flower,1,1638704830,7,136,123,205,172,134,143,123,154,,Green Blossom,Fragrant Suave,Red Pollen,Red Oak,Pink Vine,Red Bloom
5838,Unlocked,Adult,Heart,1,1638703400,8,161,128,145,180,144,134,203,123,,Pink Stripe,Haughty Huff,Yellow Whisp,Orange Spot,Pink Braid,Purple Plushy
5793,Unlocked,Adult,Flower,1,1638703536,8,176,134,249,126,117,176,145,133,,Green Blossom,Shady Sad,Yellow Thorn,Autumn Leaf,Pink Vine,Red Bush
5488,Unlocked,Adult,Moon,1,1638700053,7,140,117,156,128,191,136,112,157,,Turquoise Laser,Blasting Boldness,Silver Antenna,Blue Moonrock,Gray Crater,Yellow Crater
6001,Unlocked,Adult,Moon,1,1638704278,7,128,123,217,112,176,148,123,209,,Blue Laser,Vexed Voltage,Bronze Orbital,Green Moonspot,Blue Tentacle,Yellow Crater
5647,Unlocked,Adult,Candy,1,1638704436,7,184,123,192,140,134,215,165,112,,Blueberry Swirl,Sugary Slyness,Caramel Chocolate,Caramel Nougat,Graham Cracker,Yellow Whip
6049,Unlocked,Adult,Crystal,1,1638703872,8,140,140,143,128,132,187,123,130,,Pink Shatter,Polished Grin,Pink Spiral,Turquoise Pattern,Purple Cascade,Turquoise Node
5489,Unlocked,Adult,Flower,1,1638700057,7,142,123,259,198,123,149,123,172,,Spring Leaf,Blossoming Smile,Yellow Thorn,Brown Meadow,Pink Vine,Pink Bloom
5538,Unlocked,Adult,Flower,1,1638700369,7,142,156,158,165,123,124,123,167,,Green Oak,Shady Sad,Pink Poppy,Red Oak,Green Frond,Red Bloom
5459,Unlocked,Adult,Moon,1,1638700071,7,128,168,204,112,144,149,123,175,,Green Moonrock,Blasting Boldness,Bronze Orbital,Green Moonspot,Blue Flame,Yellow Crater
5442,Unlocked,Adult,Moon,1,1638700231,7,134,151,225,117,172,130,112,155,,Turquoise Laser,Blasting Boldness,Silver Antenna,Gray Moonrock,Red Flame,Orange Moonrock
5721,Unlocked,Adult,Heart,1,1638703014,7,163,112,128,204,187,112,164,117,,Lavender Smooth,Radiant Joy,Red Fossil,Pink Smooth,Violet Braid,Orange Puff
5516,Unlocked,Adult,Heart,1,1638700803,7,184,112,123,235,151,123,171,117,,Green Bow,Jazzy Vibes,Red Fossil,Pink Bow,Purple Frame,Violet Braid
5650,Unlocked,Adult,Heart,1,1638704026,7,170,112,145,186,151,123,227,112,Single Mythic,Green Bow,Placid Mask,Yellow Rune,Ultimate Princess,Purple Cowlick,Purple Plushy
5868,Unlocked,Adult,Candy,1,1638704662,7,156,134,175,123,123,178,172,128,,Pink Chocolate,Glazed Smooth,Chocolate Marshmallow,Blueberry Swirl,Strawberry Chocolate,Colorful Marshmallow
5702,Unlocked,Adult,Flower,1,1638704150,7,155,123,190,132,156,148,117,151,,Orange Blossom,Blossoming Smile,Yellow Thorn,Green Blossom,Brown Bark,Red Bush
16744,Unlocked,Egg,Moon,0,,,,,,,,,,,,,,,,,
5515,Unlocked,Adult,Heart,1,1638700799,7,130,112,128,206,156,140,222,123,,Green Bow,Jazzy Vibes,Yellow Rune,Pink Bow,Pink Braid,Purple Plushy
16817,Unlocked,Egg,Flower,0,,,,,,,,,,,,,,,,,
19871,Unlocked,Egg,Heart,0,,,,,,,,,,,,,,,,,
5571,Unlocked,Adult,Candy,1,1638700201,7,124,112,227,123,112,209,194,134,,Caramel Chocolate,Sugary Slyness,Chocolate Icecream,Blueberry Swirl,Chocolate Bar,Chocolate Bar
6022,Unlocked,Adult,Crystal,1,1638703498,8,117,112,192,134,178,198,123,177,,Turquoise Pattern,Stony Indifference,Pink Spiral,Pink Stone,Purple Cascade,Pink Shatter
5984,Unlocked,Adult,Crystal,1,1638704742,7,112,117,193,112,210,237,128,155,Single Mythic,Turquoise Pattern,Polished Grin,Dark Crystal,Purple Shatter,Purple Cascade,Pink Pearl
20505,Unlocked,Egg,Candy,0,,,,,,,,,,,,,,,,,
5966,Unlocked,Adult,Crystal,1,1638703320,8,140,128,163,112,151,178,128,136,,Pink Shatter,Crystal Anger,Turquoise Spiral,Purple Gem,Turquoise Shine,Pink Shatter
5576,Unlocked,Adult,Heart,1,1638700489,7,136,128,112,243,202,112,163,123,,Pink Smooth,Haughty Huff,Yellow Rune,Pink Spot,Purple Cowlick,Red Plushy
5835,Unlocked,Adult,Crystal,1,1638704826,7,112,123,177,123,165,232,145,156,,Blue Shatter,Pearly Whites,Purple Needle,Pink Stone,Purple Cascade,Purple Node
5836,Unlocked,Adult,Moon,1,1638703394,8,123,123,270,112,170,156,140,175,,Red Laser,Vexed Voltage,Green Alien,Red Laser,Green Tentacle,Silver Antenna
5731,Unlocked,Adult,Cloud,1,1638703362,7,233,134,134,229,112,134,205,123,,Day Ice,Dumping Raincloud,Golden Sun,Thunder Storm,Spikey Ice,Golden Sun
5504,Unlocked,Adult,Crystal,1,1638700389,7,123,117,165,117,179,281,123,136,,Pink Shatter,Polished Grin,Turquoise Tower,Purple Gem,Pink Shale,Pink Shatter
17258,Unlocked,Egg,Moon,0,,,,,,,,,,,,,,,,,
20135,Unlocked,Egg,Heart,0,,,,,,,,,,,,,,,,,
5608,Unlocked,Adult,Heart,1,1638700875,7,123,112,112,291,211,117,196,128,,Pink Bow,Haughty Huff,Violet Rune,Pink Bow,Adorbs Braid,Red Plushy
20508,Unlocked,Egg,Crystal,0,,,,,,,,,,,,,,,,,
16981,Unlocked,Egg,Heart,0,,,,,,,,,,,,,,,,,
5775,Unlocked,Adult,Flower,1,1638704124,7,123,123,223,184,140,117,134,156,,Brown Oak,Blossoming Smile,Green Oak,Green Blossom,Pink Vine,Green Needle
19271,Unlocked,Egg,Heart,0,,,,,,,,,,,,,,,,,
5729,Unlocked,Adult,Candy,1,1638705022,7,130,134,195,112,123,174,158,112,,Mint Chocolate,Sugary Slyness,Caramel Chocolate,Blue Licorice,Mint Chocolate,Strawberry Chocolate
5922,Unlocked,Adult,Flower,1,1638703820,8,173,134,189,151,140,130,112,154,,Green Blossom,Shady Sad,Green Oak,Spring Leaf,Pink Vine,Pink Bloom
5602,Unlocked,Adult,Crystal,1,1638700175,7,112,140,186,123,172,217,123,136,Single Mythic,Pink Pattern,Stony Indifference,Dark Crystal,Turquoise Pattern,Pink Spikes,Purple Node
